,tweet,politican,party,retweet,tweet_web_r,ARI,DCR,TS,punct,token,lem_token
615,Thinking of my dad today. Happy Father’s Day to all the dads in Kentucky and across our great country. https://t.co/fBxq8H6eDn,McConell,R,False,Thinking of my dad today. Happy Father’s Day to all the dads in Kentucky and across our great country. ,4.1,6.6,6.6,Thinking of my dad today Happy Father’s Day to all the dads in Kentucky and across our great country ,"['Thinking', 'dad', 'today', 'Happy', 'Father', '’', 'Day', 'dads', 'Kentucky', 'across', 'great', 'country']","['Thinking', 'dad', 'today', 'Happy', 'Father', '’', 'Day', 'dad', 'Kentucky', 'across', 'great', 'country']"
616,I just spoke in Kentucky about Juneteenth and America’s continued work to overcome the stain of our original sin. W… https://t.co/1Odlwz0QQP,McConell,R,False,I just spoke in Kentucky about Juneteenth and America’s continued work to overcome the stain of our original sin. W… ,11.4,9.37,9.37,I just spoke in Kentucky about Juneteenth and America’s continued work to overcome the stain of our original sin W… ,"['I', 'spoke', 'Kentucky', 'Juneteenth', 'America', '’', 'continued', 'work', 'overcome', 'stain', 'original', 'sin', 'W…']","['I', 'spoke', 'Kentucky', 'Juneteenth', 'America', '’', 'continued', 'work', 'overcome', 'stain', 'original', 'sin', 'W…']"
617,The Senate just confirmed @POTUS's exceptional choice to sit on the second-most-important federal bench. We Kentuck… https://t.co/SBoNAgbyD6,McConell,R,False,The Senate just confirmed @POTUS's exceptional choice to sit on the second-most-important federal bench. We Kentuck… ,16.3,10.35,10.35,The Senate just confirmed POTUSs exceptional choice to sit on the secondmostimportant federal bench We Kentuck… ,"['The', 'Senate', 'confirmed', 'POTUSs', 'exceptional', 'choice', 'sit', 'secondmostimportant', 'federal', 'bench', 'We', 'Kentuck…']","['The', 'Senate', 'confirmed', 'POTUSs', 'exceptional', 'choice', 'sit', 'secondmostimportant', 'federal', 'bench', 'We', 'Kentuck…']"
618,"The JUSTICE Act provides solutions on police reform that are sober, serious, and significant. The Senate should add… https://t.co/mdH6rZt5F0",McConell,R,False,"The JUSTICE Act provides solutions on police reform that are sober, serious, and significant. The Senate should add… ",9.0,10.22,10.22,The JUSTICE Act provides solutions on police reform that are sober serious and significant The Senate should add… ,"['The', 'JUSTICE', 'Act', 'provides', 'solutions', 'police', 'reform', 'sober', 'serious', 'significant', 'The', 'Senate', 'add…']","['The', 'JUSTICE', 'Act', 'provides', 'solution', 'police', 'reform', 'sober', 'serious', 'significant', 'The', 'Senate', 'add…']"
619,"Sadly, Democrats began attacking the JUSTICE Act proposal before it was even released.
 
The Senate has recently pu… https://t.co/5WD998rjTG",McConell,R,False,"Sadly, Democrats began attacking the JUSTICE Act proposal before it was even released.
 
The Senate has recently pu… ",13.5,10.67,10.67,"Sadly Democrats began attacking the JUSTICE Act proposal before it was even released
 
The Senate has recently pu… ","['Sadly', 'Democrats', 'began', 'attacking', 'JUSTICE', 'Act', 'proposal', 'even', 'released', 'The', 'Senate', 'recently', 'pu…']","['Sadly', 'Democrats', 'began', 'attacking', 'JUSTICE', 'Act', 'proposal', 'even', 'released', 'The', 'Senate', 'recently', 'pu…']"
620,".@SenatorTimScott has put together a strong and significant proposal to increase transparency, grow accountability,… https://t.co/Y7GzIJJPB5",McConell,R,False,".@SenatorTimScott has put together a strong and significant proposal to increase transparency, grow accountability,… ",20.2,11.1,11.1,SenatorTimScott has put together a strong and significant proposal to increase transparency grow accountability… ,"['SenatorTimScott', 'put', 'together', 'strong', 'significant', 'proposal', 'increase', 'transparency', 'grow', 'accountability…']","['SenatorTimScott', 'put', 'together', 'strong', 'significant', 'proposal', 'increase', 'transparency', 'grow', 'accountability…']"
621,"When Black Americans tell us they do not feel safe in their own communities, we need to listen. When citizens lack… https://t.co/blCeJjySlS",McConell,R,False,"When Black Americans tell us they do not feel safe in their own communities, we need to listen. When citizens lack… ",5.1,6.41,6.41,When Black Americans tell us they do not feel safe in their own communities we need to listen When citizens lack… ,"['When', 'Black', 'Americans', 'tell', 'us', 'feel', 'safe', 'communities', 'need', 'listen', 'When', 'citizens', 'lack…']","['When', 'Black', 'Americans', 'tell', 'u', 'feel', 'safe', 'community', 'need', 'listen', 'When', 'citizen', 'lack…']"
622,Elaine and I are stunned and heartbroken by Carol Barr’s passing. Her warmth filled whatever room she entered. Her… https://t.co/ySHjeBQiQ1,McConell,R,False,Elaine and I are stunned and heartbroken by Carol Barr’s passing. Her warmth filled whatever room she entered. Her… ,7.4,9.09,9.09,Elaine and I are stunned and heartbroken by Carol Barr’s passing Her warmth filled whatever room she entered Her… ,"['Elaine', 'I', 'stunned', 'heartbroken', 'Carol', 'Barr', '’', 'passing', 'Her', 'warmth', 'filled', 'whatever', 'room', 'entered', 'Her…']","['Elaine', 'I', 'stunned', 'heartbroken', 'Carol', 'Barr', '’', 'passing', 'Her', 'warmth', 'filled', 'whatever', 'room', 'entered', 'Her…']"
623,"With our country facing a pandemic, an historic economic disruption, and a major discussion of racial justice, Spea… https://t.co/O8XFcFtDOg",McConell,R,False,"With our country facing a pandemic, an historic economic disruption, and a major discussion of racial justice, Spea… ",13.5,9.79,9.79,With our country facing a pandemic an historic economic disruption and a major discussion of racial justice Spea… ,"['With', 'country', 'facing', 'pandemic', 'historic', 'economic', 'disruption', 'major', 'discussion', 'racial', 'justice', 'Spea…']","['With', 'country', 'facing', 'pandemic', 'historic', 'economic', 'disruption', 'major', 'discussion', 'racial', 'justice', 'Spea…']"
624,"Public lands preserve our nation’s beauty, provide recreation for American families, and help their local economies… https://t.co/rRQDWmNSZJ",McConell,R,False,"Public lands preserve our nation’s beauty, provide recreation for American families, and help their local economies… ",16.3,10.35,10.35,Public lands preserve our nation’s beauty provide recreation for American families and help their local economies… ,"['Public', 'lands', 'preserve', 'nation', '’', 'beauty', 'provide', 'recreation', 'American', 'families', 'help', 'local', 'economies…']","['Public', 'land', 'preserve', 'nation', '’', 'beauty', 'provide', 'recreation', 'American', 'family', 'help', 'local', 'economies…']"
625,The landmark Great American Outdoors Act will help Kentuckians preserve our public lands and ensure that outdoor re… https://t.co/MEDuqRaWVE,McConell,R,False,The landmark Great American Outdoors Act will help Kentuckians preserve our public lands and ensure that outdoor re… ,13.5,8.92,8.92,The landmark Great American Outdoors Act will help Kentuckians preserve our public lands and ensure that outdoor re… ,"['The', 'landmark', 'Great', 'American', 'Outdoors', 'Act', 'help', 'Kentuckians', 'preserve', 'public', 'lands', 'ensure', 'outdoor', 're…']","['The', 'landmark', 'Great', 'American', 'Outdoors', 'Act', 'help', 'Kentuckians', 'preserve', 'public', 'land', 'ensure', 'outdoor', 're…']"
626,Our republic can survive a pandemic. It can survive civil unrest. But ideas and deliberation are our foundation. Am… https://t.co/LOL7MZSiIo,McConell,R,False,Our republic can survive a pandemic. It can survive civil unrest. But ideas and deliberation are our foundation. Am… ,6.0,9.77,9.77,Our republic can survive a pandemic It can survive civil unrest But ideas and deliberation are our foundation Am… ,"['Our', 'republic', 'survive', 'pandemic', 'It', 'survive', 'civil', 'unrest', 'But', 'ideas', 'deliberation', 'foundation', 'Am…']","['Our', 'republic', 'survive', 'pandemic', 'It', 'survive', 'civil', 'unrest', 'But', 'idea', 'deliberation', 'foundation', 'Am…']"
627,The liberal tradition in this country used to pride itself on broad-mindedness. But we have spent years watching el… https://t.co/Orrl3X8ugb,McConell,R,False,The liberal tradition in this country used to pride itself on broad-mindedness. But we have spent years watching el… ,7.6,7.43,7.43,The liberal tradition in this country used to pride itself on broadmindedness But we have spent years watching el… ,"['The', 'liberal', 'tradition', 'country', 'used', 'pride', 'broadmindedness', 'But', 'spent', 'years', 'watching', 'el…']","['The', 'liberal', 'tradition', 'country', 'used', 'pride', 'broadmindedness', 'But', 'spent', 'year', 'watching', 'el…']"
628,"The American people’s response to COVID-19 has been brave and patriotic. For months, citizens have sacrificed an en… https://t.co/JiDTyyosCT",McConell,R,False,"The American people’s response to COVID-19 has been brave and patriotic. For months, citizens have sacrificed an en… ",9.0,8.47,8.47,The American people’s response to COVID19 has been brave and patriotic For months citizens have sacrificed an en… ,"['The', 'American', 'people', '’', 'response', 'COVID19', 'brave', 'patriotic', 'For', 'months', 'citizens', 'sacrificed', 'en…']","['The', 'American', 'people', '’', 'response', 'COVID19', 'brave', 'patriotic', 'For', 'month', 'citizen', 'sacrificed', 'en…']"
629,"Speech, assembly, and the free exercise of religion are all sacrosanct liberties. Mayors cannot play ""red-light, gr… https://t.co/HZJJfjlIaN",McConell,R,False,"Speech, assembly, and the free exercise of religion are all sacrosanct liberties. Mayors cannot play ""red-light, gr… ",10.5,9.63,9.63,Speech assembly and the free exercise of religion are all sacrosanct liberties Mayors cannot play redlight gr… ,"['Speech', 'assembly', 'free', 'exercise', 'religion', 'sacrosanct', 'liberties', 'Mayors', 'play', 'redlight', 'gr…']","['Speech', 'assembly', 'free', 'exercise', 'religion', 'sacrosanct', 'liberty', 'Mayors', 'play', 'redlight', 'gr…']"
630,"I strongly &amp; fully support Americans' right to peacefully protest. But through no fault of the demonstrators, recen… https://t.co/FwLShuyw7A",McConell,R,False,"I strongly &amp; fully support Americans' right to peacefully protest. But through no fault of the demonstrators, recen… ",10.0,9.35,9.35,I strongly amp fully support Americans right to peacefully protest But through no fault of the demonstrators recen… ,"['I', 'strongly', 'amp', 'fully', 'support', 'Americans', 'right', 'peacefully', 'protest', 'But', 'fault', 'demonstrators', 'recen…']","['I', 'strongly', 'amp', 'fully', 'support', 'Americans', 'right', 'peacefully', 'protest', 'But', 'fault', 'demonstrator', 'recen…']"
631,"Abolishing police would only take us farther away from the safety, justice, and equal protection of the laws that e… https://t.co/vPYu1CMAX3",McConell,R,False,"Abolishing police would only take us farther away from the safety, justice, and equal protection of the laws that e… ",11.4,7.0,7.0,Abolishing police would only take us farther away from the safety justice and equal protection of the laws that e… ,"['Abolishing', 'police', 'would', 'take', 'us', 'farther', 'away', 'safety', 'justice', 'equal', 'protection', 'laws', 'e…']","['Abolishing', 'police', 'would', 'take', 'u', 'farther', 'away', 'safety', 'justice', 'equal', 'protection', 'law', 'e…']"
632,"Every year, millions of Americans turn to National Parks sites, National Wildlife Refuges, &amp; millions of acres of p… https://t.co/qoAlwVu5kN",McConell,R,False,"Every year, millions of Americans turn to National Parks sites, National Wildlife Refuges, &amp; millions of acres of p… ",13.4,7.07,7.07,Every year millions of Americans turn to National Parks sites National Wildlife Refuges amp millions of acres of p… ,"['Every', 'year', 'millions', 'Americans', 'turn', 'National', 'Parks', 'sites', 'National', 'Wildlife', 'Refuges', 'amp', 'millions', 'acres', 'p…']","['Every', 'year', 'million', 'Americans', 'turn', 'National', 'Parks', 'site', 'National', 'Wildlife', 'Refuges', 'amp', 'million', 'acre', 'p…']"
633,"Today, President Trump signed new legislation that will make the PPP even stronger. In addition to @SenatorCollins… https://t.co/8Rs4bnpj7d",McConell,R,False,"Today, President Trump signed new legislation that will make the PPP even stronger. In addition to @SenatorCollins… ",10.2,7.77,7.77,Today President Trump signed new legislation that will make the PPP even stronger In addition to SenatorCollins… ,"['Today', 'President', 'Trump', 'signed', 'new', 'legislation', 'make', 'PPP', 'even', 'stronger', 'In', 'addition', 'SenatorCollins…']","['Today', 'President', 'Trump', 'signed', 'new', 'legislation', 'make', 'PPP', 'even', 'stronger', 'In', 'addition', 'SenatorCollins…']"
634,"Because of the Paycheck Protection Program from @SenatorCollins &amp; @MarcoRubio, tens of millions of Americans have k… https://t.co/mKqTJ308VY",McConell,R,False,"Because of the Paycheck Protection Program from @SenatorCollins &amp; @MarcoRubio, tens of millions of Americans have k… ",15.9,10.98,10.98,Because of the Paycheck Protection Program from SenatorCollins amp MarcoRubio tens of millions of Americans have k… ,"['Because', 'Paycheck', 'Protection', 'Program', 'SenatorCollins', 'amp', 'MarcoRubio', 'tens', 'millions', 'Americans', 'k…']","['Because', 'Paycheck', 'Protection', 'Program', 'SenatorCollins', 'amp', 'MarcoRubio', 'ten', 'million', 'Americans', 'k…']"
635,This crisis is not over. Our economic comeback is just beginning. But even in these early days of our careful reope… https://t.co/pZiEGHzivk,McConell,R,False,This crisis is not over. Our economic comeback is just beginning. But even in these early days of our careful reope… ,3.6,6.99,6.99,This crisis is not over Our economic comeback is just beginning But even in these early days of our careful reope… ,"['This', 'crisis', 'Our', 'economic', 'comeback', 'beginning', 'But', 'even', 'early', 'days', 'careful', 'reope…']","['This', 'crisis', 'Our', 'economic', 'comeback', 'beginning', 'But', 'even', 'early', 'day', 'careful', 'reope…']"
636,"The Chinese Communist Party has cheated on trade, stolen foreign technology, executed long-term plans to target the… https://t.co/rkX62c49ZA",McConell,R,False,"The Chinese Communist Party has cheated on trade, stolen foreign technology, executed long-term plans to target the… ",14.8,10.98,10.98,The Chinese Communist Party has cheated on trade stolen foreign technology executed longterm plans to target the… ,"['The', 'Chinese', 'Communist', 'Party', 'cheated', 'trade', 'stolen', 'foreign', 'technology', 'executed', 'longterm', 'plans', 'target', 'the…']","['The', 'Chinese', 'Communist', 'Party', 'cheated', 'trade', 'stolen', 'foreign', 'technology', 'executed', 'longterm', 'plan', 'target', 'the…']"
637,"Thirty-one years ago, brave Chinese people flooded Tiananmen Square because they hoped a more modern and prosperous… https://t.co/cLtuNA3SNF",McConell,R,False,"Thirty-one years ago, brave Chinese people flooded Tiananmen Square because they hoped a more modern and prosperous… ",14.8,9.12,9.12,Thirtyone years ago brave Chinese people flooded Tiananmen Square because they hoped a more modern and prosperous… ,"['Thirtyone', 'years', 'ago', 'brave', 'Chinese', 'people', 'flooded', 'Tiananmen', 'Square', 'hoped', 'modern', 'prosperous…']","['Thirtyone', 'year', 'ago', 'brave', 'Chinese', 'people', 'flooded', 'Tiananmen', 'Square', 'hoped', 'modern', 'prosperous…']"
638,I am glad President Trump has assembled such an impressive team that is working hard for all Americans. (3/3),McConell,R,False,I am glad President Trump has assembled such an impressive team that is working hard for all Americans. (3/3),10.6,8.73,8.73,I am glad President Trump has assembled such an impressive team that is working hard for all Americans 33,"['I', 'glad', 'President', 'Trump', 'assembled', 'impressive', 'team', 'working', 'hard', 'Americans', '33']","['I', 'glad', 'President', 'Trump', 'assembled', 'impressive', 'team', 'working', 'hard', 'Americans', '33']"
639,I appreciate their dedicated work at this difficult time for our nation and their steadfast commitment to their con… https://t.co/XFexRtYyzQ,McConell,R,False,I appreciate their dedicated work at this difficult time for our nation and their steadfast commitment to their con… ,12.4,9.57,9.57,I appreciate their dedicated work at this difficult time for our nation and their steadfast commitment to their con… ,"['I', 'appreciate', 'dedicated', 'work', 'difficult', 'time', 'nation', 'steadfast', 'commitment', 'con…']","['I', 'appreciate', 'dedicated', 'work', 'difficult', 'time', 'nation', 'steadfast', 'commitment', 'con…']"
640,"In these challenging times, the President and the American people are very well-served by the expert advice and pri… https://t.co/EQkhVmbBNt",McConell,R,False,"In these challenging times, the President and the American people are very well-served by the expert advice and pri… ",12.4,7.9,7.9,In these challenging times the President and the American people are very wellserved by the expert advice and pri… ,"['In', 'challenging', 'times', 'President', 'American', 'people', 'wellserved', 'expert', 'advice', 'pri…']","['In', 'challenging', 'time', 'President', 'American', 'people', 'wellserved', 'expert', 'advice', 'pri…']"
641,Our nation is united in horror and opposition to the violent killing of Mr. Floyd. It is well past time that we als… https://t.co/W27Sfr78gT,McConell,R,False,Our nation is united in horror and opposition to the violent killing of Mr. Floyd. It is well past time that we als… ,3.6,6.95,6.95,Our nation is united in horror and opposition to the violent killing of Mr Floyd It is well past time that we als… ,"['Our', 'nation', 'united', 'horror', 'opposition', 'violent', 'killing', 'Mr', 'Floyd', 'It', 'well', 'past', 'time', 'als…']","['Our', 'nation', 'united', 'horror', 'opposition', 'violent', 'killing', 'Mr', 'Floyd', 'It', 'well', 'past', 'time', 'als…']"
642,"Every one of us has an obligation to distinguish peaceful protests over the killings of George Floyd, Breonna Taylo… https://t.co/v8RvXcNs6P",McConell,R,False,"Every one of us has an obligation to distinguish peaceful protests over the killings of George Floyd, Breonna Taylo… ",12.4,7.9,7.9,Every one of us has an obligation to distinguish peaceful protests over the killings of George Floyd Breonna Taylo… ,"['Every', 'one', 'us', 'obligation', 'distinguish', 'peaceful', 'protests', 'killings', 'George', 'Floyd', 'Breonna', 'Taylo…']","['Every', 'one', 'u', 'obligation', 'distinguish', 'peaceful', 'protest', 'killing', 'George', 'Floyd', 'Breonna', 'Taylo…']"
643,"State and local leaders must quickly disrupt outside agitators, restore order, and protect citizens. If they can't… https://t.co/Nr7ufnYpgD",McConell,R,False,"State and local leaders must quickly disrupt outside agitators, restore order, and protect citizens. If they can't… ",10.2,9.63,9.63,State and local leaders must quickly disrupt outside agitators restore order and protect citizens If they cant… ,"['State', 'local', 'leaders', 'must', 'quickly', 'disrupt', 'outside', 'agitators', 'restore', 'order', 'protect', 'citizens', 'If', 'cant…']","['State', 'local', 'leader', 'must', 'quickly', 'disrupt', 'outside', 'agitator', 'restore', 'order', 'protect', 'citizen', 'If', 'cant…']"
644,Americans have watched peaceful protests hijacked into violent riots that inflict the kind of injustice they suppos… https://t.co/4SvlMvUr7w,McConell,R,False,Americans have watched peaceful protests hijacked into violent riots that inflict the kind of injustice they suppos… ,14.8,10.98,10.98,Americans have watched peaceful protests hijacked into violent riots that inflict the kind of injustice they suppos… ,"['Americans', 'watched', 'peaceful', 'protests', 'hijacked', 'violent', 'riots', 'inflict', 'kind', 'injustice', 'suppos…']","['Americans', 'watched', 'peaceful', 'protest', 'hijacked', 'violent', 'riot', 'inflict', 'kind', 'injustice', 'suppos…']"
645,I have fought for civil rights and the First Amendment. I completely support Americans’ rights to peaceably protest… https://t.co/1nfaLPCNRF,McConell,R,False,I have fought for civil rights and the First Amendment. I completely support Americans’ rights to peaceably protest… ,9.0,9.35,9.35,I have fought for civil rights and the First Amendment I completely support Americans’ rights to peaceably protest… ,"['I', 'fought', 'civil', 'rights', 'First', 'Amendment', 'I', 'completely', 'support', 'Americans', '’', 'rights', 'peaceably', 'protest…']","['I', 'fought', 'civil', 'right', 'First', 'Amendment', 'I', 'completely', 'support', 'Americans', '’', 'right', 'peaceably', 'protest…']"
646,But here’s something that requires no investigation: In no world can arresting a man for an alleged minor infractio… https://t.co/px8o4tCiVo,McConell,R,False,But here’s something that requires no investigation: In no world can arresting a man for an alleged minor infractio… ,12.4,9.57,9.57,But here’s something that requires no investigation In no world can arresting a man for an alleged minor infractio… ,"['But', '’', 'something', 'requires', 'investigation', 'In', 'world', 'arresting', 'man', 'alleged', 'minor', 'infractio…']","['But', '’', 'something', 'requires', 'investigation', 'In', 'world', 'arresting', 'man', 'alleged', 'minor', 'infractio…']"
647,This is an hour of great pain for our nation. Americans everywhere have been grieved and horrified by the killings… https://t.co/lU4IbaZlJ7,McConell,R,False,This is an hour of great pain for our nation. Americans everywhere have been grieved and horrified by the killings… ,6.2,6.5,6.5,This is an hour of great pain for our nation Americans everywhere have been grieved and horrified by the killings… ,"['This', 'hour', 'great', 'pain', 'nation', 'Americans', 'everywhere', 'grieved', 'horrified', 'killings…']","['This', 'hour', 'great', 'pain', 'nation', 'Americans', 'everywhere', 'grieved', 'horrified', 'killings…']"
648,"Our city, our state, and our country have to pull together. My full statement on the protests and riots in Louisvil… https://t.co/LycmbqjcLP",McConell,R,False,"Our city, our state, and our country have to pull together. My full statement on the protests and riots in Louisvil… ",5.3,5.66,5.66,Our city our state and our country have to pull together My full statement on the protests and riots in Louisvil… ,"['Our', 'city', 'state', 'country', 'pull', 'together', 'My', 'full', 'statement', 'protests', 'riots', 'Louisvil…']","['Our', 'city', 'state', 'country', 'pull', 'together', 'My', 'full', 'statement', 'protest', 'riot', 'Louisvil…']"
649,Our country is starting to carefully re-open. Any further legislation will need to focus on practical solutions tha… https://t.co/tkHVP897bj,McConell,R,False,Our country is starting to carefully re-open. Any further legislation will need to focus on practical solutions tha… ,9.0,9.35,9.35,Our country is starting to carefully reopen Any further legislation will need to focus on practical solutions tha… ,"['Our', 'country', 'starting', 'carefully', 'reopen', 'Any', 'legislation', 'need', 'focus', 'practical', 'solutions', 'tha…']","['Our', 'country', 'starting', 'carefully', 'reopen', 'Any', 'legislation', 'need', 'focus', 'practical', 'solution', 'tha…']"
650,From the heroic health professionals at @UK_HealthCare to the James B. Beam Institute for Kentucky Spirits making h… https://t.co/Lp1DPGWFv7,McConell,R,False,From the heroic health professionals at @UK_HealthCare to the James B. Beam Institute for Kentucky Spirits making h… ,9.0,9.35,9.35,From the heroic health professionals at UKHealthCare to the James B Beam Institute for Kentucky Spirits making h… ,"['From', 'heroic', 'health', 'professionals', 'UKHealthCare', 'James', 'B', 'Beam', 'Institute', 'Kentucky', 'Spirits', 'making', 'h…']","['From', 'heroic', 'health', 'professional', 'UKHealthCare', 'James', 'B', 'Beam', 'Institute', 'Kentucky', 'Spirits', 'making', 'h…']"
651,Today I had the honor to thank some of Kentucky’s front-line healthcare professionals. When our nation comes throug… https://t.co/ehGIAqmSGF,McConell,R,False,Today I had the honor to thank some of Kentucky’s front-line healthcare professionals. When our nation comes throug… ,9.0,7.59,7.59,Today I had the honor to thank some of Kentucky’s frontline healthcare professionals When our nation comes throug… ,"['Today', 'I', 'honor', 'thank', 'Kentucky', '’', 'frontline', 'healthcare', 'professionals', 'When', 'nation', 'comes', 'throug…']","['Today', 'I', 'honor', 'thank', 'Kentucky', '’', 'frontline', 'healthcare', 'professional', 'When', 'nation', 'come', 'throug…']"
652,"The CARES Act is investing billions of dollars into families, healthcare workers, and small businesses across the c… https://t.co/NMFd1gf7F6",McConell,R,False,"The CARES Act is investing billions of dollars into families, healthcare workers, and small businesses across the c… ",13.5,10.67,10.67,The CARES Act is investing billions of dollars into families healthcare workers and small businesses across the c… ,"['The', 'CARES', 'Act', 'investing', 'billions', 'dollars', 'families', 'healthcare', 'workers', 'small', 'businesses', 'across', 'c…']","['The', 'CARES', 'Act', 'investing', 'billion', 'dollar', 'family', 'healthcare', 'worker', 'small', 'business', 'across', 'c…']"
653,"As we continue to meet a new generation of American heroes, we set Memorial Day aside to honor the memory of brave… https://t.co/5OFrKlXabo",McConell,R,False,"As we continue to meet a new generation of American heroes, we set Memorial Day aside to honor the memory of brave… ",9.7,8.32,8.32,As we continue to meet a new generation of American heroes we set Memorial Day aside to honor the memory of brave… ,"['As', 'continue', 'meet', 'new', 'generation', 'American', 'heroes', 'set', 'Memorial', 'Day', 'aside', 'honor', 'memory', 'brave…']","['As', 'continue', 'meet', 'new', 'generation', 'American', 'hero', 'set', 'Memorial', 'Day', 'aside', 'honor', 'memory', 'brave…']"
654,House Democrats are playing with perpetual impeachment while the Senate fights the pandemic. Speaker Pelosi is in n… https://t.co/9a4HX00zhU,McConell,R,False,House Democrats are playing with perpetual impeachment while the Senate fights the pandemic. Speaker Pelosi is in n… ,9.0,8.47,8.47,House Democrats are playing with perpetual impeachment while the Senate fights the pandemic Speaker Pelosi is in n… ,"['House', 'Democrats', 'playing', 'perpetual', 'impeachment', 'Senate', 'fights', 'pandemic', 'Speaker', 'Pelosi', 'n…']","['House', 'Democrats', 'playing', 'perpetual', 'impeachment', 'Senate', 'fight', 'pandemic', 'Speaker', 'Pelosi', 'n…']"
655,"All month, the Senate has been on the job, attending to the needs of our nation. The real contrast is with the Hous… https://t.co/m9nRQHjORa",McConell,R,False,"All month, the Senate has been on the job, attending to the needs of our nation. The real contrast is with the Hous… ",3.6,6.95,6.95,All month the Senate has been on the job attending to the needs of our nation The real contrast is with the Hous… ,"['All', 'month', 'Senate', 'job', 'attending', 'needs', 'nation', 'The', 'real', 'contrast', 'Hous…']","['All', 'month', 'Senate', 'job', 'attending', 'need', 'nation', 'The', 'real', 'contrast', 'Hous…']"
656,"We need to work smart here. Help the people who are desperately in need, try to save as many jobs as possible, begi… https://t.co/DP5z9gTrtP",McConell,R,False,"We need to work smart here. Help the people who are desperately in need, try to save as many jobs as possible, begi… ",3.6,5.58,5.58,We need to work smart here Help the people who are desperately in need try to save as many jobs as possible begi… ,"['We', 'need', 'work', 'smart', 'Help', 'people', 'desperately', 'need', 'try', 'save', 'many', 'jobs', 'possible', 'begi…']","['We', 'need', 'work', 'smart', 'Help', 'people', 'desperately', 'need', 'try', 'save', 'many', 'job', 'possible', 'begi…']"
657,TUNE IN 📺: I will be joining @marthamaccallum ~7:00 PM EST to discuss the House Democrats’ obsession with impeachme… https://t.co/qrVYr6WRjs,McConell,R,False,TUNE IN 📺: I will be joining @marthamaccallum ~7:00 PM EST to discuss the House Democrats’ obsession with impeachme… ,12.4,9.57,9.57,TUNE IN 📺 I will be joining marthamaccallum 700 PM EST to discuss the House Democrats’ obsession with impeachme… ,"['TUNE', 'IN', '📺', 'I', 'joining', 'marthamaccallum', '700', 'PM', 'EST', 'discuss', 'House', 'Democrats', '’', 'obsession', 'impeachme…']","['TUNE', 'IN', '📺', 'I', 'joining', 'marthamaccallum', '700', 'PM', 'EST', 'discus', 'House', 'Democrats', '’', 'obsession', 'impeachme…']"
658,"These past few months have been terrible and trying for our country. But in the midst of this tragedy, our country… https://t.co/N9EPUENjSf",McConell,R,False,"These past few months have been terrible and trying for our country. But in the midst of this tragedy, our country… ",5.1,1.27,1.27,These past few months have been terrible and trying for our country But in the midst of this tragedy our country… ,"['These', 'past', 'months', 'terrible', 'trying', 'country', 'But', 'midst', 'tragedy', 'country…']","['These', 'past', 'month', 'terrible', 'trying', 'country', 'But', 'midst', 'tragedy', 'country…']"
659,House Democrats have been missing in action for months. They just forced through a remote voting scheme so they can… https://t.co/0P1iSnpVaJ,McConell,R,False,House Democrats have been missing in action for months. They just forced through a remote voting scheme so they can… ,6.4,7.29,7.29,House Democrats have been missing in action for months They just forced through a remote voting scheme so they can… ,"['House', 'Democrats', 'missing', 'action', 'months', 'They', 'forced', 'remote', 'voting', 'scheme', 'can…']","['House', 'Democrats', 'missing', 'action', 'month', 'They', 'forced', 'remote', 'voting', 'scheme', 'can…']"
660,"My hometown of Louisville, Kentucky is home to the baseball bat factory that makes the world-famous Louisville Slug… https://t.co/zVu51UqYyu",McConell,R,False,"My hometown of Louisville, Kentucky is home to the baseball bat factory that makes the world-famous Louisville Slug… ",13.5,7.16,7.16,My hometown of Louisville Kentucky is home to the baseball bat factory that makes the worldfamous Louisville Slug… ,"['My', 'hometown', 'Louisville', 'Kentucky', 'home', 'baseball', 'bat', 'factory', 'makes', 'worldfamous', 'Louisville', 'Slug…']","['My', 'hometown', 'Louisville', 'Kentucky', 'home', 'baseball', 'bat', 'factory', 'make', 'worldfamous', 'Louisville', 'Slug…']"
661,"You can’t make this up: During a global crisis, House Democrats are arguing that the acquittal of President Trump d… https://t.co/vVS4oorwwh",McConell,R,False,"You can’t make this up: During a global crisis, House Democrats are arguing that the acquittal of President Trump d… ",11.4,8.58,8.58,You can’t make this up During a global crisis House Democrats are arguing that the acquittal of President Trump d… ,"['You', '’', 'make', 'During', 'global', 'crisis', 'House', 'Democrats', 'arguing', 'acquittal', 'President', 'Trump', 'd…']","['You', '’', 'make', 'During', 'global', 'crisis', 'House', 'Democrats', 'arguing', 'acquittal', 'President', 'Trump', 'd…']"
662,The Senate is working for the American people during this crisis. We’ve been in session for weeks. House Democrats… https://t.co/voaAGI4arT,McConell,R,False,The Senate is working for the American people during this crisis. We’ve been in session for weeks. House Democrats… ,7.4,7.43,7.43,The Senate is working for the American people during this crisis We’ve been in session for weeks House Democrats… ,"['The', 'Senate', 'working', 'American', 'people', 'crisis', 'We', '’', 'session', 'weeks', 'House', 'Democrats…']","['The', 'Senate', 'working', 'American', 'people', 'crisis', 'We', '’', 'session', 'week', 'House', 'Democrats…']"
